user_id,age,state,has_email,signup_date,contract_id,contract_signup_date,product,device_rented,attempted_at_utc,picked_up,campaign_id
1,50,OH,True,2025-06-23,1,2025-06-23,landline,False,2025-06-28T16:00:00Z,False,5
1,50,OH,True,2025-06-23,1,2025-06-23,landline,False,2025-07-14T17:00:00Z,False,15
1,50,OH,True,2025-06-23,1,2025-06-23,landline,False,2025-07-15T21:00:00Z,False,5
1,50,OH,True,2025-06-23,1,2025-06-23,landline,False,2025-07-19T21:00:00Z,False,46
1,50,OH,True,2025-06-23,1,2025-06-23,landline,False,2025-07-20T14:00:00Z,False,41
1,50,OH,True,2025-06-23,1,2025-06-23,landline,False,2025-07-22T19:00:00Z,False,32
1,50,OH,True,2025-06-23,1,2025-06-23,landline,False,2025-08-06T18:00:00Z,False,14
1,50,OH,True,2025-06-23,1,2025-06-23,landline,False,2025-08-18T15:00:00Z,False,20
1,50,OH,True,2025-06-23,1,2025-06-23,landline,False,2025-08-23T22:00:00Z,False,27
1,50,OH,True,2025-06-23,1,2025-06-23,landline,False,2025-08-25T23:00:00Z,True,12
1,50,OH,True,2025-06-23,1,2025-06-23,landline,False,2025-09-24T18:00:00Z,True,32
1,50,OH,True,2025-06-23,1,2025-06-23,landline,False,2025-09-27T22:00:00Z,False,17
1,50,OH,True,2025-06-23,1,2025-06-23,landline,False,2025-10-27T13:00:00Z,False,14
1,50,OH,True,2025-06-23,1,2025-06-23,landline,False,2025-11-08T00:00:00Z,True,38
1,50,OH,True,2025-06-23,1,2025-06-23,landline,False,2025-11-10T00:00:00Z,False,27
1,50,OH,True,2025-06-23,1,2025-06-23,landline,False,2025-11-26T23:00:00Z,True,8
1,50,OH,True,2025-06-23,1,2025-06-23,landline,False,2025-11-29T00:00:00Z,True,46
1,50,OH,True,2025-06-23,1,2025-06-23,landline,False,2025-12-11T21:00:00Z,False,30
1,50,OH,True,2025-06-23,1,2025-06-23,landline,False,2026-01-07T21:00:00Z,False,35
1,50,OH,True,2025-06-23,1,2025-06-23,landline,False,2026-01-15T19:00:00Z,False,20
1,50,OH,True,2025-06-23,1,2025-06-23,landline,False,2026-01-28T20:00:00Z,False,15
1,50,OH,True,2025-06-23,1,2025-06-23,landline,False,2026-02-04T20:00:00Z,False,15
1,50,OH,True,2025-06-23,1,2025-06-23,landline,False,2026-02-26T00:00:00Z,True,18
1,50,OH,True,2025-06-23,1,2025-06-23,landline,False,2026-02-27T00:00:00Z,False,36
1,50,OH,True,2025-06-23,1,2025-06-23,landline,False,2026-03-08T18:00:00Z,True,21
1,50,OH,True,2025-06-23,1,2025-06-23,landline,False,2026-03-12T18:00:00Z,False,33
1,50,OH,True,2025-06-23,1,2025-06-23,landline,False,2026-03-20T18:00:00Z,False,46
1,50,OH,True,2025-06-23,1,2025-06-23,landline,False,2026-04-04T18:00:00Z,False,35
1,50,OH,True,2025-06-23,1,2025-06-23,landline,False,2026-04-12T17:00:00Z,False,9
1,50,OH,True,2025-06-23,1,2025-06-23,landline,False,2026-04-14T15:00:00Z,False,25
1,50,OH,True,2025-06-23,1,2025-06-23,landline,False,2026-04-18T13:00:00Z,False,2
1,50,OH,True,2025-06-23,1,2025-06-23,landline,False,2026-04-21T18:00:00Z,False,47
1,50,OH,True,2025-06-23,1,2025-06-23,landline,False,2026-04-26T18:00:00Z,True,28
2,37,AZ,False,2026-04-25,2,2026-04-25,mobile,False,2026-04-25T19:00:00Z,False,45
3,29,DE,True,2025-06-14,3,2025-06-14,internet,True,2025-06-25T23:00:00Z,True,24
3,29,DE,True,2025-06-14,3,2025-06-14,internet,True,2025-06-26T13:00:00Z,False,48
3,29,DE,True,2025-06-14,3,2025-06-14,internet,True,2025-07-15T00:00:00Z,False,36
3,29,DE,True,2025-06-14,3,2025-06-14,internet,True,2025-07-21T15:00:00Z,False,5
3,29,DE,True,2025-06-14,3,2025-06-14,internet,True,2025-07-29T15:00:00Z,False,6
3,29,DE,True,2025-06-14,3,2025-06-14,internet,True,2025-07-30T23:00:00Z,True,12
3,29,DE,True,2025-06-14,3,2025-06-14,internet,True,2025-08-06T23:00:00Z,True,35
3,29,DE,True,2025-06-14,3,2025-06-14,internet,True,2025-08-12T22:00:00Z,True,23
3,29,DE,True,2025-06-14,3,2025-06-14,internet,True,2025-08-13T20:00:00Z,True,23
3,29,DE,True,2025-06-14,3,2025-06-14,internet,True,2025-08-23T17:00:00Z,False,26
3,29,DE,True,2025-06-14,3,2025-06-14,internet,True,2025-08-29T21:00:00Z,True,34
3,29,DE,True,2025-06-14,3,2025-06-14,internet,True,2025-08-31T19:00:00Z,True,36
3,29,DE,True,2025-06-14,3,2025-06-14,internet,True,2025-09-02T19:00:00Z,False,25
3,29,DE,True,2025-06-14,3,2025-06-14,internet,True,2025-09-08T14:00:00Z,False,38
3,29,DE,True,2025-06-14,3,2025-06-14,internet,True,2025-09-09T21:00:00Z,False,50
3,29,DE,True,2025-06-14,3,2025-06-14,internet,True,2025-11-09T18:00:00Z,False,50
3,29,DE,True,2025-06-14,3,2025-06-14,internet,True,2025-11-23T15:00:00Z,False,37
3,29,DE,True,2025-06-14,3,2025-06-14,internet,True,2025-12-16T22:00:00Z,False,38
3,29,DE,True,2025-06-14,3,2025-06-14,internet,True,2025-12-22T22:00:00Z,False,45
3,29,DE,True,2025-06-14,3,2025-06-14,internet,True,2025-12-29T19:00:00Z,True,36
3,29,DE,True,2025-06-14,3,2025-06-14,internet,True,2026-01-06T17:00:00Z,False,24
3,29,DE,True,2025-06-14,3,2025-06-14,internet,True,2026-01-18T15:00:00Z,False,9
3,29,DE,True,2025-06-14,3,2025-06-14,internet,True,2026-01-29T19:00:00Z,False,10
3,29,DE,True,2025-06-14,3,2025-06-14,internet,True,2026-02-19T19:00:00Z,True,2
3,29,DE,True,2025-06-14,3,2025-06-14,internet,True,2026-02-24T21:00:00Z,False,5
3,29,DE,True,2025-06-14,3,2025-06-14,internet,True,2026-03-07T17:00:00Z,False,8
3,29,DE,True,2025-06-14,3,2025-06-14,internet,True,2026-03-16T14:00:00Z,False,48
3,29,DE,True,2025-06-14,3,2025-06-14,internet,True,2026-03-26T18:00:00Z,False,14
3,29,DE,True,2025-06-14,3,2025-06-14,internet,True,2026-03-27T16:00:00Z,True,6
3,29,DE,True,2025-06-14,3,2025-06-14,internet,True,2026-04-15T17:00:00Z,False,41
4,46,OH,False,2026-03-07,4,2026-03-07,mobile,False,2026-03-28T14:00:00Z,False,9
4,46,OH,False,2026-03-07,4,2026-03-07,mobile,False,2026-04-11T14:00:00Z,True,21
5,53,NC,True,2025-10-09,5,2025-10-09,internet,True,2025-10-25T21:00:00Z,False,26
5,53,NC,True,2025-10-09,5,2025-10-09,internet,True,2025-10-27T00:00:00Z,True,32
5,53,NC,True,2025-10-09,5,2025-10-09,internet,True,2025-11-15T20:00:00Z,True,10
5,53,NC,True,2025-10-09,5,2025-10-09,internet,True,2025-12-28T23:00:00Z,False,20
5,53,NC,True,2025-10-09,5,2025-10-09,internet,True,2026-01-14T01:00:00Z,False,40
5,53,NC,True,2025-10-09,5,2025-10-09,internet,True,2026-01-20T17:00:00Z,True,8
5,53,NC,True,2025-10-09,5,2025-10-09,internet,True,2026-02-01T17:00:00Z,True,29
5,53,NC,True,2025-10-09,5,2025-10-09,internet,True,2026-02-03T17:00:00Z,False,21
5,53,NC,True,2025-10-09,5,2025-10-09,internet,True,2026-02-08T18:00:00Z,True,20
5,53,NC,True,2025-10-09,5,2025-10-09,internet,True,2026-02-13T18:00:00Z,True,25
5,53,NC,True,2025-10-09,5,2025-10-09,internet,True,2026-03-02T23:00:00Z,True,36
5,53,NC,True,2025-10-09,5,2025-10-09,internet,True,2026-03-09T18:00:00Z,False,21
5,53,NC,True,2025-10-09,5,2025-10-09,internet,True,2026-03-25T19:00:00Z,False,42
5,53,NC,True,2025-10-09,5,2025-10-09,internet,True,2026-04-06T13:00:00Z,False,23
5,53,NC,True,2025-10-09,5,2025-10-09,internet,True,2026-04-08T18:00:00Z,False,19
5,53,NC,True,2025-10-09,5,2025-10-09,internet,True,2026-04-13T00:00:00Z,True,43
5,53,NC,True,2025-10-09,5,2025-10-09,internet,True,2026-04-29T15:00:00Z,False,40
6,35,OH,False,2025-11-29,6,2025-11-29,mobile,False,2025-12-09T19:00:00Z,False,43
6,35,OH,False,2025-11-29,6,2025-11-29,mobile,False,2025-12-18T00:00:00Z,True,7
6,35,OH,False,2025-11-29,6,2025-11-29,mobile,False,2026-01-14T00:00:00Z,True,20
6,35,OH,False,2025-11-29,6,2025-11-29,mobile,False,2026-01-27T16:00:00Z,True,47
6,35,OH,False,2025-11-29,6,2025-11-29,mobile,False,2026-03-28T15:00:00Z,True,25
6,35,OH,False,2025-11-29,6,2025-11-29,mobile,False,2026-04-09T16:00:00Z,False,35
6,35,OH,False,2025-11-29,6,2025-11-29,mobile,False,2026-04-22T22:00:00Z,True,13
6,35,OH,False,2025-11-29,6,2025-11-29,mobile,False,2026-04-29T21:00:00Z,False,43
7,53,VA,False,2025-07-26,7,2025-07-26,internet,True,2025-07-28T16:00:00Z,False,50
7,53,VA,False,2025-07-26,7,2025-07-26,internet,True,2025-07-30T21:00:00Z,False,36
7,53,VA,False,2025-07-26,7,2025-07-26,internet,True,2025-08-20T00:00:00Z,False,16
7,53,VA,False,2025-07-26,7,2025-07-26,internet,True,2025-08-23T13:00:00Z,True,13
7,53,VA,False,2025-07-26,7,2025-07-26,internet,True,2025-08-24T18:00:00Z,False,3
7,53,VA,False,2025-07-26,7,2025-07-26,internet,True,2025-09-04T22:00:00Z,True,48
7,53,VA,False,2025-07-26,7,2025-07-26,internet,True,2025-09-09T18:00:00Z,True,9
